-;После трагической смерти брата Санчо II Сильного Альфонсу VI Храброму достались все короны отца, которые тот раздал своим сыновьям и которые Санчо жестко отобрал у своих братьев – Кастилии, Леона и Галисии. Теперь обладая обширными владениями Альфонсо может решить, что делать: поступить как отец и раздать короны своим потомкам или же постараться их удержать в руках одного из них. Альфонсо амбициозен: он уже готов стать императором всей Испании, каким и был его отец, и расширить земли испанских корон. Это пугает мусульман Иберии, они зовут амира государства Альморавидов к себе на помощь, а тот после завоевания всего Магриба и не против вмешаться в дела Юга Испании, чтобы и там распространить свою власть. Однако он должен выбрать приоритет, ведь южнее его владений непокорный правитель Ганы не желает принять ислам. Куда же пойдёт амир Юсуф ибн Ташфин? Устоят ли неверные Ганы?;;;;;;;;;x,, ,,,,,,,,
-;* Ислам на излёте;;;;;;;;;x,,,,,,,,,,,,,
-;На Западе восшествие юноши на престол султаната Альморавидов вызвало эффект домино: его иберийские территории потрясли восстания, а на Востоке пришедшая под ударами Иерусалимского королевства в упадок Сельджукская держава ослабила единство ислама. Настало время, слуги христианства, взять в руки ратное оружие во имя Христа!;;;;;;;;;x,,,,,,,,
-;* Крах державы Сельджукидов;;;;;;;;;x,,,,,,,,,,,,,
-;Государство Сельджукидов, окружённое со всех сторон врагами и разобщённое изнутри по причине упадка, коррупции и некомпетентности, окончательно развалилось. Множество бывших вассалов, уцелевших членов династии Сельджукидов и авантюристов готовы вступить в борьбу за остатки державы: суннитский халиф, тюркский султан Хивы и бесчисленные эмиры, часть которых - остатки старой персидской элиты, жадно обступают труп султаната. Кто же сорвёт главный куш?;;;;;;;;;x,,,
-;* Ричард I против Филиппа II;;;;;;;;;x,,,,,,,,,,,,,
-;Король Англии Ричард I Львиное Сердце и король Франции Филипп II Август окончательно разругались. Покинув заблаговременно Третий крестовый поход, Филипп решил лишить Ричарда его владений во Франции. Его делу может услужить принц Иоанн, который и сам хочет заполучить эти владения. Кроме того, у Филиппа есть неочевидные союзники: в Бретани правит Констанция Бретонская, чьи земли Ричард намеревался передать своему наследнику, сыну Констанции Артуру. Что будет, если Констанция заупрямится и позовёт на помощь своего дядю, короля Шотландии Вильгельма I Льва, который сам претендует на английские владения в Нортумбрии?  А в Уэльсе набирает силу Рис ап Грифид, гордо называющий себя ‘Принцем валлийцев’. Росту его могущества могли бы помешать потомки короля Уэльса, но они погрязли в междоусобных распрях. Однако не всё спокойно и во владениях самого короля Франции: только лет 10 назад Филипп разбил широкую антикоролевскую коалицию, которую мог бы теперь возглавить граф Шампанский и король Иерусалимский Генрих II…;;;;;;;;;x,,,,,
-;* Наследники сельджуков;;;;;;;;;x,,,,,,,,,,,,,
-;Хорезмшахи наконец-то восстановили порядок в Персии: они победили Гуридов, изгнали их приемников в Индию, окончательно закрепили свои права на Персию и объединили страну в стабильный политический союз, как тот, который был при сельджуках более 50 лет назад. Несмотря на большой успех, Хорезмшахам сохранить свои позиции будет не так просто, как завоёвывать их. Недовольных вассалов, яростных Мамлюков-изгнанников и слухов о чудных всадниках с востока достаточно, чтобы мудрый хорезмшах не спал долгими ночами.;;;;;;;;;x,,,,,,,,,
-;* Сицилийская вечерня;;;;;;;;;x,,,,,,,,,,,,,
-;Три года назад случилась Сицилийская вечерня, которая привела к кровопролитной войне. Сицилийцы, восставшие против тирании французского правителя, попросили заступничество у короля Арагона. Как итог, Южная Италия была разделена. На острове Сицилия власть установил Хайме II Справедливый, второй сын умершего арагонского короля-заступника. На Апеннинском полуострове власть сохранил прежний король Сицилии, который с завистью смотрит на принадлежащий ему по праву остров. У обеих сторон конфликта есть могущественные союзники: Хайме II защищают короли Арагона и Кастилии, а короля Неаполя поддерживает король Венгрии и Хорватии - новая война не будет легкой. Также на Пиренейском полуострове Филипп IV Красивый наследовал королевство Наварра, и с ним тоже стоит считаться в борьбе на Пиренеях. Кто и когда начнёт действовать и против кого?;;;;;;;;;x
-;* Король Богемии и Польши;;;;;;;;;x,,,,,,,,,,,,,
-;В связи с безвременной кончиной Пшемысла II, не имевшего подходящего наследника, королём Польши был коронован король Богемии и князь краковский Вацлав II из династии Пржемысловичей. Это даёт Вацлаву, сыну Пржемысла Отакара II, унаследовавшему желание отомстить Габсбургам, огромную власть в Европе. Если дать Вацлаву II время на укрепление и расширение, то вряд ли Священная Римская империя когда-либо сможет восстановить свою власть над Богемией, а её контроль над итальянским полуостровом уже рушится. Пришло время действовать!;;;;;;;;;x,,,,,,,,,,
-;* Крещение Золотой Орды;;;;;;;;;x,,,,,,,,,,,,,
-;Узбек-хан, хан Золотой Орды, крестил свою державу!;;;;;;;;;x,,,,,,,,,,,,,
-;* Чингизиды;;;;;;;;;x,,,,,,,,,,,,,
-;После смерти великого Чингисхана Монгольская империя была разделена между его наследниками. Его внуку Батыю досталась Золотая Орда, младшему сыну Толую - Иран, второму сыну Чагатаю - Средняя Азия, а среднему сыну Угэдэю - сама Монголия. Раздел империи Чингисхана млжет и ослабить угрозу со стороны монгол, однако их династический союз, безусловно, сделает те земли, на которые они уже претендуют, практически неприступными. Если, конечно, один из ханов не ополчится против других в стремлении воссоздать империю своего великого предка...;;;;;;;;;x,,,,,,
-;* Борьба за Персию;;;;;;;;;x,,,,,,,,,,,,,
-;Иранское нагорье разделено. На севере и западе свою власть установили Хорезмшахи. Новый правитель Ала ад-Дин Текеш очень амбициозен: при помощи каракитаев он сверг своего младшего брата Султан-шаха с престола и готовится к новым завоеваниям. Одна из целей – владения иракского султана Арслан-шаха, внучатого племянника последнего султана Сельджукской империи Ахмада Санджара. На юге и востоке правят Гуриды. Гияс ад-Дин совместно со своим братом и верным соратником Муизом ад-Дином занимают владение за владением, которые принадлежат Хосрову Малику, правителю державы Газневидов. Однако вскоре Хорезмшахи и Гуриды вступят в схватку за контроль над нагорьем. Кто одержит верх? Сможет ли потомок сельджуков восстановить их величие? И станет ли Хосров Малик последним правителем державы Газневидов? Однако не стоит забывать про каракитаев, чья правительница Елюй Пусувань, известная своей ветреностью и порочностью, может объявить о новом разорительном походе на Хорезм…;;;;;;;;;x,,
-;* Цель - Индия;;;;;;;;;x,,,,,,,,,,,,,
-;Ала ад-Дин Мухаммад-шах – воистину великий правитель Делийского султаната. При поддержке своих верных генералов он отразил монгольские вторжения, а теперь готовится проникнуть вглубь Индостана: сначала он хочет защитить торговые пути в Гуджарат и захватить Памару и Соланки (Вагхелу), а потом спустится к Деканскому плоскогорью, покорив Хойсалу, чтобы пограбить соседние королевства. В южноиндийском походе ему может оказать неоценимую помощь его раб-генерал Малик Кафур. Воплотит ли в реальность свои планы Мухаммад-шах? А в Бенгалии, отколовшемся осколке Делийского султаната, к власти пришёл Шамсуд-Дин Фуриз-шах, чью независимость признаёт сам Мухаммад-шах. На своих монетах Фуриз-шах уже именует себя как ‘верховный правитель Бенгалии’, однако Восточная Бенгалия до сих пор остаётся в руках потомков древней индийской династии Дева. Не пора ли Фуриз-шаху стать полноправным властителем Бенгалии?;;;;;;;;;x,,,
-;* Сельджуки на пике могущества;;;;;;;;;x,,,,,,,,,,,,,
-;При Мелик-шахе I держава Сельджукидов достигла пика своего могущества: ей подконтрольны Персия и Левант, идут бои с Караханидами за Туркестан, а в Хорасане были столкновения с Газневидами, приведшие к заключению династического союза. В отличие от последних, с Фатимидами у сельджуков есть яблоко раздора – Левант, который был во власти исмаилитов. Не станет ли их соседство роковым? Однако на помощь Фатимидам может прийти первая в истории ислама женщина-правительница – королева Йемена Арва бинт Ахмад, ставшая второй после халифа в мире исмаилитов. А в Анатолии родственник Мелик-шаха Сулейман-шах I, который боролся с его отцом за власть, основал своё государство – Султанат Рум. Доминирование тюрок в Малой Азии спровоцировало кризис в Византии: прославленный генерал Никифор Ботаниат решил вступить в борьбу за византийскую корону, чтобы дать адекватный ответ тюркам. Правящий же император Михаил VII Дука не прочь воспользоваться услугами завоевателей для подавления мятежного вассала…;;;;;;;;;x,,,,,,,,,,,
-;* Чингисхан;;;;;;;;;x,,,,,,,,,,,,,
-;Темучин из династии Борджигин объединил монгольские племена в великое ханство, самое большое и сильное, которое когда-либо видела Степь. За это он и был провозглашён правителем монголов – Чингисханом. Хоть сейчас Чингисхан и готовит поход на восток, в Китай, его соседи на западе должны трепетать: он поставил себе цель подчинить весь мир. Пока не поздно будущие рабы Монгольской державы должны готовиться к решающей битве. Однако уйгуры государства Кочо будут встреча монголов скорее как освободителей, чем покорителей… Скачи вперёд, Чингисхан! Трепещите его рабы!;;;;;;;;;x,,,,,,,,
-;* Любечский съезд;;;;;;;;;x,,,,,,,,
-;Прошли Любечский и Витичевский съезды русских князей, которые закрепили за каждым из князей свои наделы и, кажется, на время прекратили междоусобные распри. Но как на долго? Уже начинает всходить звезда князя переяславского Владимира Мономаха, основателя мощной ветви дома Рюриковичей – Мономашичей. Он со своими сыновьями контролирует большую часть Руси. Однако их основные противники – Изяславичи Туровские – в лице Святополка Изяславича сидят в стольном граде Киеве. Какая из двух ветвей одержит верх? Или, возможно, ход игры поменяет князь новгород-северский Олег Святославич, который уже давно хочет завладеть отцовским Черниговом? Не стоит списывать со счетов и Рогволодовичей, потомков знаменитых Рогволода и Рогнеды, которые в лице полоцкого князя Всеслава Брячиславича уже однажды занимали великокняжеский престол и могу это сделать снова.;;;;;;;;;x,,,
-;* По обе стороны Карпат;;;;;;;;;x,,,,,,,,
-;Умер легендарный хан Батый. Новым ханом стал старший сын умершего – христианин Сартак. Сможет ли новый хан удержать власть в окружении язычников и снискать расположение своих православных вассалов? А русские князья не дремлют. Князь Даниил Галицкий, провозглашённый королём Руси, вновь собирает силы, чтобы сбросить татаро-монгольское иго. Однако с ним не согласен князь Александр Ярославич Невский, который считает, что Русь ещё не до конца окрепла, чтобы дать отпор татарам. За Карпатами в Венгрии правит король Бела IV, второй основатель, как его прозвали в народе. Он покровительствует своему любимейшему зятю – Ростиславу Михайловичу. Ростислав, проигравший борьбу за Галицкое княжество, не утратил своих претензий, однако теперь он готов ввязаться в новую авантюру: в Болгарии правит царь Михаил, который вот-вот падёт от рук своего двоюродного брата Коломана. Сможет ли Ростислав воспользоваться браком Михаила со своей дочерью, которая может скоро овдоветь, чтобы утвердиться в Тырново? ;;;;;;;;;x,,,
-;* Берке, хан-мусульманин;;;;;;;;;x,,,,,,,,
-;Хитрым путём к власти в Золотой Орде пришёл Берке, брат Батыя и первый хан-мусульманин. Хоть он себя и позиционирует как истинного поборника ислама, но есть подозрения, что он использует эту религию в своих корыстных целях. За земли Южного Кавказа он развязал борьбу с ильханом Хулагу, который успел казнить багдадского халифа, и вступил в союз с мамлюкским султаном Бейбарсом, чтобы пойти джихадом против неверного ильхана Персии. Сам же Бейбарс поставил своей целью борьбу с государствами крестоносцев в Леванте. Ему противостоит Гуго Лузиньян, который в игре – правителей Иерусалима, чьи родители имеют претензии на соседние христианские государства… На Балканах султан Рума Кылыч-Арслан IV ищет союзников, чтобы отомстить грекам за похищение своего брата, а в самой Никеи пока никому неизвестный Михаил Палеолог готовится свергнуть малолетнего никейского императора Иоанна II. Малолетством императора готов воспользоваться и царь Болгарии, чтобы вернуть утраченную Фракию…;;;;;;;;;x,,,
-;* Наследники;;;;;;;;;x,,,,,,,,
-;Уже как год назад умер славный король Венгрии Бела IV, второй основатель, так прозванный в народе в благодарность за то, что при нём Венгрия смогла оправиться от монголо-татарского нашествия. Вопреки завещанию Белы, согласно которому венгерский трон должен был достаться любимой дочери Анне и внучатому зятю королю Богемии Пржемыслу Отакару II, корону унаследовал старший сын Белы Иштван V, с которым старый король вёл бесконечные войны. Однако как долго продлится правление Иштвана? Сможет ли он своей фигурой затмить Белу IV или скоро падёт, оставив корону своему малолетнему сыну Ласло? А если так, сможет ли любимый внук Бела Ростиславич занять венгерский трон или падёт от рук сторонников Иштвана и Ласло? И какую роль в истории Венгрии сыграет могущественный сосед Пржемысл Отакар II?;;;;;;;;;x,,,
-;* Корона Венгрии;;;;;;;;;x,,,,,,,,
-;Уже как год назад умер славный король Венгрии Бела IV, второй основатель, так прозванный в народе благодаря тому, что при нём Венгрия смогла оправиться от монголо-татарского нашествия. Вопреки завещанию Белы, согласно которому венгерский трон должен был достаться любимой дочери Анне и внучатому зятю королю Богемии Пржемыслу Отакару II, корону унаследовал старший сын Белы Иштван V, с которым старый король вёл бесконечные войны. Однако как долго продлится правление Иштвана? Сможет ли он своей фигурой заслонить Белу IV или скоро падёт, оставив корону своему малолетнему сыну Ласло? А если так, сможет ли любимый внук Бела Ростиславич занять венгерский трон или падёт от рук сторонников Иштвана и Ласло? И какую роль в истории Венгрии сыграет могущественный сосед Пржемысл Отакар II?;;;;;;;;;x,,,
-;* Эпос о Сундьяте;;;;;;;;;x,,,,,,,,
-;Сумаро Канте, сын Дьяры Канте, разгромившего империю Гана, покорил племена народа мандинка и разгромил один из старейших кланов – клан Кейта. По повелению старейшин гонцы отправились на поиски изгнанной Сологон и её сына Мари Диаты (Сундьяты Кейта). Он должен возглавить борьбу народа мандинка против захватчика Сумаоро. В этой борьбе ему должен помочь ‘король Ганы’ Сумаба Сисе, возможно, дальний родственник одной из прежних династий, правящих Ганой. Кто победит: мусульманин Сундьята, потомок одного из подвижников пророка Мухаммеда, или же правоверный язычник Сумаоро? Или же верх возьмёт потомок королей Ганы? Битва при Кирине уже близко…;;;;;;;;;x,,,
-;* Западный поход Батыя;;;;;;;;;x,,,,,,,,
-;На курултае правитель Монгольской империи Угэдэй, поддавшись давлению со стороны потомков Джучи, поддерживающих его на троне, объявил о походе на непокорённые народы Запада. Поход возглавил Батый, сын Джучи. В рамках данной кампании монголы пройдут Волжскую Булгарию, всю территорию Руси, Половецкую степь, неся разрушения и проливая реки крови. Они вторгнуться в Польшу, в восточные окраины Священной Римской империи, Венгрию, Болгарию. Возглавьте войска завоевателей, внеся имя Батыя, ‘доброго хана’, в анналы истории, или же встаньте на сторону обречённых на покорение. Объедините Русь вокруг одной из ветвей дома Рюриковичей и одержите победу на реке Сити. Или же завоюйте себе славу укротителей неверных, как этого смогли добиться европейские правители. Возможно, затаившись в дремучих литовских лесах, вы сможете подготовить более адекватный ответ на вторжение монголов? Выбор только за вами!;;;;;;;;;x,,,
-;* Крестьянский царь Болгарии ;;;;;;;;;x,,,,,,,,
-;Царём Болгарии стал обычный пастух Ивайло Бардоква (Салат)! Наблюдая за страданиями своего народа от монгольских набегов и беспомощностью болгарской знати и руководимый своими видениями о грядущем величии, Ивайло возглавил крестьянское восстание, которое в решающей битве разбило царские войска, а царь Константин I Тих погиб от рук восставших. Ивайло победоносно вошёл в столицу и был коронован царём Болгарии. Его женой стала вдова погибшего Мария Палеологина Кантакузина. Такой непростой обстановкой решил воспользоваться византийский император Михаил VIII Палеолог, у которого убежище нашёл Иван Асень, внук царя Ивана II Асеня. Михаил VIII Палеолог скрепил свой союз с Иваном, выдав за него свою дочь Ирину. Теперь осталось привлечь на свою сторону союзника – беклярбека Ногая, у которого свои планы на Балканы…;;;;;;;;;x,,,
-;* На руинах Византии;;;;;;;;;x,,,,,,,,
-;Более двух лет назад закончился Четвёртый крестовый поход, который разрушил Византийскую империю. На её руинах возникло множество государств. Генрих I Фландрский, второй латинский император, ведёт войны с православными соседями, борясь за живучесть католического государства. На западном побережье Малой Азии Фёдор I Ласкарис, зять Алексея III Ангела, провозгласил себя новым императором Византии. В Эпире правит Михаил I Комнин Дука, двоюродный брат Исаака II Ангела и Алексея III Ангела, который имеет все права на византийскую корону. В Трапезунде правит Алексей I Великий Комнин, внук Андроника I Комнина и племянник грузинской царицы Тамары. Возможно, используя своих грузинских союзников, последний из Комнинов восстановит Византию? В глубине Малой Азии правит Кей-Хосров I, которого в своё время усыновил Алексей III Ангел. Неужели именно древние враги восстановят Византию? В подчинении у латинян находится Фёдор Бранас, внучатый племянник Мануила I Комнина, а у венгров – сын Исаака II Ангела Иоанн…;;;;;;;;;x,,,
-;* Тысяча сыновей Муиза ад-Дина;;;;;;;;;x,,,,,,,,
-;Империю Гуридов окутала смута. Тюркская знать, словно выполняя волю Муиза ад-Дина, который рассматривал тысячу своих рабов как наследников своих владений, в Дели провозгласила султаном доверенного полководца Муиза – Айбака. Под властью нового султана оказались и другие ‘сыновья’ Муиза – Кабача и Илтутмиш, которые женаты на дочерях Айбака, а также Ширан, сын покорителя Бенгалии. Однако не все признали Айбака. В Газни правителем был провозглашён раб Муиза – Йылдыз, а иранская знать признала правителями сына и племянника Гияса ад-Дина – Махмуда и Джалаля. Сможет ли Айбак восстановить прежние границы империи и удастся ли его роду удержать власть, когда фигура его сына Арама находится в тени рабов Муиза, в первую очередь, Илтутмиша? Или же подлинные Гуриды возглавят империю? И кто знает, возможно, смута у мусульман даст шанс потомкам знатных индийских родов вернуть свои позиции? Кто-то должен взять инициативу, поскольку монгольские орды уже близко…;;;;;;;;;x,,,
-;* Южноиндийская кампания ;;;;;;;;;x,,,,,,,,
